Source Language,Source ISO Code,Target Language,Target ISO Code,Text Type,Text,Trial,HF Translated Text,HF Translation Time (s),Gemini Translated Text,Gemini Translation Time (s)
Spanish,es,French,fr,sentence,Artificial Intelligence is fascinating.,5,Artificial Intelligence is fascinating.,0.39714694023132324,L'intelligence artificielle est fascinante.,0.6843569278717041
Spanish,es,French,fr,paragraph,This is a test paragraph with multiple sentences. It should help us understand how translation times vary with text length.,1,This is a test paragraph with multiple sentences. It should help us understand how translation times vary with text length.,1.254338026046753,Ceci est un paragraphe de test avec plusieurs phrases. Il devrait nous aider à comprendre comment les temps de traduction varient en fonction de la longueur du texte.,1.5530691146850586
Spanish,es,French,fr,paragraph,This is a test paragraph with multiple sentences. It should help us understand how translation times vary with text length.,2,This is a test paragraph with multiple sentences. It should help us understand how translation times vary with text length.,1.3215649127960205,Ceci est un paragraphe de test avec plusieurs phrases. Il devrait nous aider à comprendre comment les temps de traduction varient en fonction de la longueur du texte.,0.9085829257965088
Spanish,es,French,fr,paragraph,This is a test paragraph with multiple sentences. It should help us understand how translation times vary with text length.,3,This is a test paragraph with multiple sentences. It should help us understand how translation times vary with text length.,1.2315797805786133,Ceci est un paragraphe de test avec plusieurs phrases. Il devrait nous aider à comprendre comment les temps de traduction varient en fonction de la longueur du texte.,0.9467291831970215
Spanish,es,French,fr,paragraph,This is a test paragraph with multiple sentences. It should help us understand how translation times vary with text length.,4,This is a test paragraph with multiple sentences. It should help us understand how translation times vary with text length.,1.2889928817749023,Ceci est un paragraphe de test avec plusieurs phrases. Il devrait nous aider à comprendre comment les temps de traduction varient en fonction de la longueur du texte.,0.8846731185913086
Spanish,es,French,fr,paragraph,This is a test paragraph with multiple sentences. It should help us understand how translation times vary with text length.,5,This is a test paragraph with multiple sentences. It should help us understand how translation times vary with text length.,1.348071813583374,Ceci est un paragraphe de test avec plusieurs phrases. Il devrait nous aider à comprendre comment les temps de traduction varient en fonction de la longueur du texte.,0.9263839721679688
Spanish,es,French,fr,paragraph,"Here is another example of a paragraph. It includes several details about a specific topic, which varies the complexity of the translation.",1,"Here is another example of a paragraph. It includes several details about a specific topic, which varies the complexity of the translation.",1.4489259719848633,"Voici un autre exemple de paragraphe. Il inclut plusieurs détails sur un sujet spécifique, ce qui varie la complexité de la traduction.",0.9279670715332031
Spanish,es,French,fr,paragraph,"Here is another example of a paragraph. It includes several details about a specific topic, which varies the complexity of the translation.",2,"Here is another example of a paragraph. It includes several details about a specific topic, which varies the complexity of the translation.",1.3849220275878906,"Voici un autre exemple de paragraphe. Il inclut plusieurs détails sur un sujet spécifique, ce qui varie la complexité de la traduction.",0.8734421730041504
Spanish,es,French,fr,paragraph,"Here is another example of a paragraph. It includes several details about a specific topic, which varies the complexity of the translation.",3,"Here is another example of a paragraph. It includes several details about a specific topic, which varies the complexity of the translation.",1.4335651397705078,"Voici un autre exemple de paragraphe. Il comprend plusieurs détails sur un sujet spécifique, ce qui varie la complexité de la traduction.",0.8956398963928223
Spanish,es,French,fr,paragraph,"Here is another example of a paragraph. It includes several details about a specific topic, which varies the complexity of the translation.",4,"Here is another example of a paragraph. It includes several details about a specific topic, which varies the complexity of the translation.",1.3960578441619873,"Voici un autre exemple de paragraphe. Il inclut plusieurs détails sur un sujet spécifique, ce qui varie la complexité de la traduction.",0.8661308288574219
Spanish,es,French,fr,paragraph,"Here is another example of a paragraph. It includes several details about a specific topic, which varies the complexity of the translation.",5,"Here is another example of a paragraph. It includes several details about a specific topic, which varies the complexity of the translation.",1.5178041458129883,"Voici un autre exemple de paragraphe. Il comprend plusieurs détails sur un sujet spécifique, ce qui varie la complexité de la traduction.",0.9427170753479004
Spanish,es,French,fr,paragraph,The quick brown fox jumps over the lazy dog. This sentence contains every letter in the English alphabet.,1,The quick brown fox jumps over the lazy dog. This sentence contains every letter in the English alphabet.,1.2233328819274902,Le renard roux rapide saute par-dessus le chien paresseux. Cette phrase contient toutes les lettres de l'alphabet anglais.,0.8614640235900879
Spanish,es,French,fr,paragraph,The quick brown fox jumps over the lazy dog. This sentence contains every letter in the English alphabet.,2,The quick brown fox jumps over the lazy dog. This sentence contains every letter in the English alphabet.,1.231612205505371,Le renard brun rapide saute par-dessus le chien paresseux. Cette phrase contient toutes les lettres de l'alphabet anglais.,1.009936809539795
Spanish,es,French,fr,paragraph,The quick brown fox jumps over the lazy dog. This sentence contains every letter in the English alphabet.,3,The quick brown fox jumps over the lazy dog. This sentence contains every letter in the English alphabet.,1.2265911102294922,Le renard brun rapide saute par-dessus le chien paresseux. Cette phrase contient toutes les lettres de l'alphabet anglais.,0.9186131954193115
Spanish,es,French,fr,paragraph,The quick brown fox jumps over the lazy dog. This sentence contains every letter in the English alphabet.,4,The quick brown fox jumps over the lazy dog. This sentence contains every letter in the English alphabet.,1.2188150882720947,Le renard roux rapide saute par-dessus le chien paresseux. Cette phrase contient toutes les lettres de l'alphabet anglais.,0.8908982276916504
Spanish,es,French,fr,paragraph,The quick brown fox jumps over the lazy dog. This sentence contains every letter in the English alphabet.,5,The quick brown fox jumps over the lazy dog. This sentence contains every letter in the English alphabet.,1.369886875152588,Le renard brun rapide saute par-dessus le chien paresseux. Cette phrase contient toutes les lettres de l'alphabet anglais.,0.8807029724121094
Spanish,es,French,fr,paragraph,Translation models can vary significantly in their performance. It’s important to test them thoroughly.,1,Translation models can vary significantly in their performance. It laws important to test them thoroughly.,0.9993190765380859,Les modèles de traduction peuvent varier considérablement en termes de performance. Il est important de les tester minutieusement.,0.860327959060669
Spanish,es,French,fr,paragraph,Translation models can vary significantly in their performance. It’s important to test them thoroughly.,2,Translation models can vary significantly in their performance. It laws important to test them thoroughly.,1.0084600448608398,Les modèles de traduction peuvent varier considérablement en termes de performance. Il est important de les tester soigneusement.,0.7967512607574463
Spanish,es,French,fr,paragraph,Translation models can vary significantly in their performance. It’s important to test them thoroughly.,3,Translation models can vary significantly in their performance. It laws important to test them thoroughly.,1.000572919845581,Les modèles de traduction peuvent varier considérablement en termes de performances. Il est important de les tester minutieusement.,0.8415460586547852
Spanish,es,French,fr,paragraph,Translation models can vary significantly in their performance. It’s important to test them thoroughly.,4,Translation models can vary significantly in their performance. It laws important to test them thoroughly.,1.0194251537322998,Les modèles de traduction peuvent varier considérablement en termes de performance. Il est important de les tester minutieusement.,0.8406939506530762
Spanish,es,French,fr,paragraph,Translation models can vary significantly in their performance. It’s important to test them thoroughly.,5,Translation models can vary significantly in their performance. It laws important to test them thoroughly.,1.1847290992736816,Les modèles de traduction peuvent varier considérablement en termes de performances. Il est important de les tester minutieusement.,0.8030910491943359
Spanish,es,French,fr,paragraph,"Efficient translation can transform communication in a globalized world, allowing for more seamless interactions across cultures.",1,"Efficient translation can transform communication in a globalized world, allowing for more seamless interactions across cultures.",1.1279029846191406,"Une traduction efficace peut transformer la communication dans un monde globalisé, permettant des interactions plus fluides entre les cultures.",0.9417438507080078
Spanish,es,French,fr,paragraph,"Efficient translation can transform communication in a globalized world, allowing for more seamless interactions across cultures.",2,"Efficient translation can transform communication in a globalized world, allowing for more seamless interactions across cultures.",1.258270263671875,"Une traduction efficace peut transformer la communication dans un monde globalisé, permettant des interactions plus fluides entre les cultures.",0.8233070373535156
Spanish,es,French,fr,paragraph,"Efficient translation can transform communication in a globalized world, allowing for more seamless interactions across cultures.",3,"Efficient translation can transform communication in a globalized world, allowing for more seamless interactions across cultures.",1.1812000274658203,"Une traduction efficace peut transformer la communication dans un monde globalisé, permettant des interactions plus fluides entre les cultures.",0.9153060913085938
Spanish,es,French,fr,paragraph,"Efficient translation can transform communication in a globalized world, allowing for more seamless interactions across cultures.",4,"Efficient translation can transform communication in a globalized world, allowing for more seamless interactions across cultures.",1.2616572380065918,"Une traduction efficace peut transformer la communication dans un monde globalisé, permettant des interactions plus fluides entre les cultures.",0.829719066619873
Spanish,es,French,fr,paragraph,"Efficient translation can transform communication in a globalized world, allowing for more seamless interactions across cultures.",5,"Efficient translation can transform communication in a globalized world, allowing for more seamless interactions across cultures.",1.254317045211792,"Une traduction efficace peut transformer la communication dans un monde globalisé, permettant des interactions plus fluides entre les cultures.",0.9578127861022949
Chinese,zh,English,en,word,Hello,1,Hello.,1.889984130859375,Hello,0.7680859565734863
Chinese,zh,English,en,word,Hello,2,Hello.,0.21399807929992676,Hello,0.7053320407867432
Chinese,zh,English,en,word,Hello,3,Hello.,0.19148492813110352,Hello,0.7305600643157959
Chinese,zh,English,en,word,Hello,4,Hello.,0.17074823379516602,Hello,0.6645298004150391
Chinese,zh,English,en,word,Hello,5,Hello.,0.18114209175109863,Hello,0.6736423969268799
Chinese,zh,English,en,word,World,1,World,0.20229506492614746,World,0.6629981994628906
Chinese,zh,English,en,word,World,2,World,0.19968628883361816,World,0.7218410968780518
Chinese,zh,English,en,word,World,3,World,0.25513529777526855,World,0.7044022083282471
Chinese,zh,English,en,word,World,4,World,0.26294779777526855,世界,0.6040909290313721
Chinese,zh,English,en,word,World,5,World,0.20528411865234375,World,0.6787488460540771
Chinese,zh,English,en,word,Peace,1,Pace.,0.20308804512023926,Peace,0.7538437843322754
Chinese,zh,English,en,word,Peace,2,Pace.,0.22078824043273926,Peace,0.6676719188690186
Chinese,zh,English,en,word,Peace,3,Pace.,0.19642376899719238,Peace,0.6081960201263428
Chinese,zh,English,en,word,Peace,4,Pace.,0.20696282386779785,Peace,0.6362481117248535
Chinese,zh,English,en,word,Peace,5,Pace.,0.20691823959350586,Peace,0.6383638381958008
Chinese,zh,English,en,word,Dream,1,Dream.,0.17369699478149414,Dream,0.7355029582977295
Chinese,zh,English,en,word,Dream,2,Dream.,0.1822202205657959,Dream,0.761754035949707
Chinese,zh,English,en,word,Dream,3,Dream.,0.19720792770385742,Dream,0.716498851776123
Chinese,zh,English,en,word,Dream,4,Dream.,0.1779630184173584,Dream,0.6741299629211426
Chinese,zh,English,en,word,Dream,5,Dream.,0.20113492012023926,Dream,0.7882330417633057
Chinese,zh,English,en,word,Sky,1,Sky,0.1349480152130127,Sky,0.6429479122161865
Chinese,zh,English,en,word,Sky,2,Sky,0.1252439022064209,Sky,0.6952481269836426
Chinese,zh,English,en,word,Sky,3,Sky,0.12198114395141602,Sky,0.7585151195526123
Chinese,zh,English,en,word,Sky,4,Sky,0.12306690216064453,Sky,0.724815845489502
Chinese,zh,English,en,word,Sky,5,Sky,0.13560819625854492,Sky,0.6195859909057617
Chinese,zh,English,en,sentence,This is a test sentence.,1,This is a test location.,0.23001503944396973,This is a test sentence.,0.9116339683532715
Chinese,zh,English,en,sentence,This is a test sentence.,2,This is a test location.,0.237091064453125,This is a test sentence.,0.890052080154419
Chinese,zh,English,en,sentence,This is a test sentence.,3,This is a test location.,0.2570927143096924,This is a test sentence.,0.6323850154876709
Chinese,zh,English,en,sentence,This is a test sentence.,4,This is a test location.,0.22971796989440918,This is a test sentence.,0.6329050064086914
Chinese,zh,English,en,sentence,This is a test sentence.,5,This is a test location.,0.26265692710876465,This is a test sentence.,0.6587200164794922
Chinese,zh,English,en,sentence,How are you doing today?,1,How are you doing today?,0.3178689479827881,How are you doing today?,0.6912827491760254
Chinese,zh,English,en,sentence,How are you doing today?,2,How are you doing today?,0.2949950695037842,How are you doing today?,0.6592090129852295
Chinese,zh,English,en,sentence,How are you doing today?,3,How are you doing today?,0.2740490436553955,How are you doing today?,0.6788208484649658
Chinese,zh,English,en,sentence,How are you doing today?,4,How are you doing today?,0.26976513862609863,How are you doing today?,0.6671340465545654
Chinese,zh,English,en,sentence,How are you doing today?,5,How are you doing today?,0.27413010597229004,How are you doing today?,0.7018532752990723
Chinese,zh,English,en,sentence,The weather is great.,1,The weather is great.,0.21374297142028809,The weather is great.,0.6950521469116211
Chinese,zh,English,en,sentence,The weather is great.,2,The weather is great.,0.2199709415435791,The weather is great.,0.782088041305542
Chinese,zh,English,en,sentence,The weather is great.,3,The weather is great.,0.22167515754699707,The weather is great.,0.6388070583343506
Chinese,zh,English,en,sentence,The weather is great.,4,The weather is great.,0.2083911895751953,The weather is great.,0.6600220203399658
Chinese,zh,English,en,sentence,The weather is great.,5,The weather is great.,0.2237250804901123,The weather is great.,0.7283849716186523
Chinese,zh,English,en,sentence,I love learning new languages.,1,I love learning new ideas.,0.29902172088623047,I love learning new languages.,0.7713217735290527
Chinese,zh,English,en,sentence,I love learning new languages.,2,I love learning new ideas.,0.3519251346588135,I love learning new languages.,0.7905700206756592
Chinese,zh,English,en,sentence,I love learning new languages.,3,I love learning new ideas.,0.27312612533569336,I love learning new languages.,0.6520669460296631
Chinese,zh,English,en,sentence,I love learning new languages.,4,I love learning new ideas.,0.29036378860473633,I love learning new languages.,0.804203987121582
Chinese,zh,English,en,sentence,I love learning new languages.,5,I love learning new ideas.,0.29005002975463867,I love learning new languages.,0.63350510597229
Chinese,zh,English,en,sentence,Artificial Intelligence is fascinating.,1,Technical Intelligence is fascating.,0.4008502960205078,Artificial Intelligence is fascinating.,0.7659420967102051
Chinese,zh,English,en,sentence,Artificial Intelligence is fascinating.,2,Technical Intelligence is fascating.,0.40483999252319336,Artificial Intelligence is fascinating.,0.8224661350250244
Chinese,zh,English,en,sentence,Artificial Intelligence is fascinating.,3,Technical Intelligence is fascating.,0.39710211753845215,Artificial Intelligence is fascinating.,0.6514749526977539
Chinese,zh,English,en,sentence,Artificial Intelligence is fascinating.,4,Technical Intelligence is fascating.,0.3692760467529297,Artificial Intelligence is fascinating.,0.7414662837982178
Chinese,zh,English,en,sentence,Artificial Intelligence is fascinating.,5,Technical Intelligence is fascating.,0.37918782234191895,Artificial Intelligence is fascinating.,0.6218271255493164
Chinese,zh,English,en,paragraph,This is a test paragraph with multiple sentences. It should help us understand how translation times vary with text length.,1,It should help us understand how transition times vary with text length.,0.6373500823974609,This is a test paragraph with multiple sentences. It should help us understand how translation times vary with text length.,0.8068728446960449
Chinese,zh,English,en,paragraph,This is a test paragraph with multiple sentences. It should help us understand how translation times vary with text length.,2,It should help us understand how transition times vary with text length.,0.5559029579162598,This is a test paragraph with multiple sentences. It should help us understand how translation times vary with text length.,0.922065019607544
Chinese,zh,English,en,paragraph,This is a test paragraph with multiple sentences. It should help us understand how translation times vary with text length.,3,It should help us understand how transition times vary with text length.,0.5053560733795166,This is a test paragraph with multiple sentences. It should help us understand how translation times vary with text length.,0.8449089527130127
Chinese,zh,English,en,paragraph,This is a test paragraph with multiple sentences. It should help us understand how translation times vary with text length.,4,It should help us understand how transition times vary with text length.,0.5411310195922852,This is a test paragraph with multiple sentences. It should help us understand how translation times vary with text length.,0.9432430267333984
Chinese,zh,English,en,paragraph,This is a test paragraph with multiple sentences. It should help us understand how translation times vary with text length.,5,It should help us understand how transition times vary with text length.,0.5088281631469727,This is a test paragraph with multiple sentences. It should help us understand how translation times vary with text length.,0.947533130645752
Chinese,zh,English,en,paragraph,"Here is another example of a paragraph. It includes several details about a specific topic, which varies the complexity of the translation.",1,Here is another example of a race.,0.32733988761901855,"Here is another example of a paragraph. It includes several details about a specific topic, which varies the complexity of the translation.",0.9064297676086426
Chinese,zh,English,en,paragraph,"Here is another example of a paragraph. It includes several details about a specific topic, which varies the complexity of the translation.",2,Here is another example of a race.,0.31726789474487305,"Here is another example of a paragraph. It includes several details about a specific topic, which varies the complexity of the translation.",0.9356820583343506
Chinese,zh,English,en,paragraph,"Here is another example of a paragraph. It includes several details about a specific topic, which varies the complexity of the translation.",3,Here is another example of a race.,0.3827629089355469,"Here is another example of a paragraph. It includes several details about a specific topic, which varies the complexity of the translation.",0.8763020038604736
Chinese,zh,English,en,paragraph,"Here is another example of a paragraph. It includes several details about a specific topic, which varies the complexity of the translation.",4,Here is another example of a race.,0.32721495628356934,"Here is another example of a paragraph. It includes several details about a specific topic, which varies the complexity of the translation.",0.8652801513671875
Chinese,zh,English,en,paragraph,"Here is another example of a paragraph. It includes several details about a specific topic, which varies the complexity of the translation.",5,Here is another example of a race.,0.3232870101928711,"Here is another example of a paragraph. It includes several details about a specific topic, which varies the complexity of the translation.",0.8998410701751709
Chinese,zh,English,en,paragraph,The quick brown fox jumps over the lazy dog. This sentence contains every letter in the English alphabet.,1,The quick open box jumps over the lazy dog.,0.4726738929748535,The quick brown fox jumps over the lazy dog. This sentence contains every letter in the English alphabet.,0.8537306785583496
Chinese,zh,English,en,paragraph,The quick brown fox jumps over the lazy dog. This sentence contains every letter in the English alphabet.,2,The quick open box jumps over the lazy dog.,0.43090271949768066,The quick brown fox jumps over the lazy dog. This sentence contains every letter in the English alphabet.,0.8039360046386719
Chinese,zh,English,en,paragraph,The quick brown fox jumps over the lazy dog. This sentence contains every letter in the English alphabet.,3,The quick open box jumps over the lazy dog.,0.44088077545166016,The quick brown fox jumps over the lazy dog. This sentence contains every letter in the English alphabet.,0.7753779888153076
Chinese,zh,English,en,paragraph,The quick brown fox jumps over the lazy dog. This sentence contains every letter in the English alphabet.,4,The quick open box jumps over the lazy dog.,0.4601600170135498,The quick brown fox jumps over the lazy dog. This sentence contains every letter in the English alphabet.,0.8469350337982178
Chinese,zh,English,en,paragraph,The quick brown fox jumps over the lazy dog. This sentence contains every letter in the English alphabet.,5,The quick open box jumps over the lazy dog.,0.4691898822784424,The quick brown fox jumps over the lazy dog. This sentence contains every letter in the English alphabet.,0.8264293670654297
Chinese,zh,English,en,paragraph,Translation models can vary significantly in their performance. It’s important to test them thoroughly.,1,It's important to test them somehow.,0.3658020496368408,Translation models can vary significantly in their performance. It’s important to test them thoroughly.,0.9842128753662109
Chinese,zh,English,en,paragraph,Translation models can vary significantly in their performance. It’s important to test them thoroughly.,2,It's important to test them somehow.,0.3676888942718506,Translation models can vary significantly in their performance. It's important to test them thoroughly.,0.8512349128723145
Chinese,zh,English,en,paragraph,Translation models can vary significantly in their performance. It’s important to test them thoroughly.,3,It's important to test them somehow.,0.2974128723144531,Translation models can vary significantly in their performance. It's important to test them thoroughly.,0.7817418575286865
Chinese,zh,English,en,paragraph,Translation models can vary significantly in their performance. It’s important to test them thoroughly.,4,It's important to test them somehow.,0.289639949798584,Translation models can vary significantly in their performance. It's important to test them thoroughly.,0.8025188446044922
Chinese,zh,English,en,paragraph,Translation models can vary significantly in their performance. It’s important to test them thoroughly.,5,It's important to test them somehow.,0.314877986907959,Translation models can vary significantly in their performance. It's important to test them thoroughly.,0.834165096282959
Chinese,zh,English,en,paragraph,"Efficient translation can transform communication in a globalized world, allowing for more seamless interactions across cultures.",1,"Official translation can translate communication in a global world, allowing for more security interventions across cultures.",0.582517147064209,"Efficient translation can transform communication in a globalized world, allowing for more seamless interactions across cultures.",0.8293859958648682
Chinese,zh,English,en,paragraph,"Efficient translation can transform communication in a globalized world, allowing for more seamless interactions across cultures.",2,"Official translation can translate communication in a global world, allowing for more security interventions across cultures.",0.5985980033874512,"Efficient translation can transform communication in a globalized world, allowing for more seamless interactions across cultures.",0.8696980476379395
Chinese,zh,English,en,paragraph,"Efficient translation can transform communication in a globalized world, allowing for more seamless interactions across cultures.",3,"Official translation can translate communication in a global world, allowing for more security interventions across cultures.",0.6183381080627441,"Efficient translation can transform communication in a globalized world, allowing for more seamless interactions across cultures.",0.8561220169067383
Chinese,zh,English,en,paragraph,"Efficient translation can transform communication in a globalized world, allowing for more seamless interactions across cultures.",4,"Official translation can translate communication in a global world, allowing for more security interventions across cultures.",0.7274010181427002,"Efficient translation can transform communication in a globalized world, allowing for more seamless interactions across cultures.",0.8709230422973633
Chinese,zh,English,en,paragraph,"Efficient translation can transform communication in a globalized world, allowing for more seamless interactions across cultures.",5,"Official translation can translate communication in a global world, allowing for more security interventions across cultures.",0.6303060054779053,"Efficient translation can transform communication in a globalized world, allowing for more seamless interactions across cultures.",0.8311953544616699
Chinese,zh,Spanish,es,word,Hello,1,"{""input"": ""Hello"", ""output"": ""Hola"", ""src_lang"": ""Chinese"", ""src_lang_code"": ""zh"", ""target_lang"": ""spanish"", ""target_lang_code"": ""es""}
",0.906958818435669,Hola,0.7470090389251709
Chinese,zh,Spanish,es,word,Hello,2,"{""input"": ""Hello"", ""output"": ""Hola"", ""src_lang"": ""Chinese"", ""src_lang_code"": ""zh"", ""target_lang"": ""spanish"", ""target_lang_code"": ""es""}
",0.9847891330718994,Hola,0.867063045501709
Chinese,zh,Spanish,es,word,Hello,3,"{""input"": ""Hello"", ""output"": ""Hola"", ""src_lang"": ""Chinese"", ""src_lang_code"": ""zh"", ""target_lang"": ""Spanish"", ""target_lang_code"": ""es""}
",1.0269529819488525,Hola,0.8388462066650391
Chinese,zh,Spanish,es,word,Hello,4,"{""input"": ""Hello"", ""output"": ""Hola"", ""src_lang"": ""Chinese"", ""src_lang_code"": ""zh"", ""target_lang"": ""spanish"", ""target_lang_code"": ""es""}
",0.9446680545806885,Hola,0.8085761070251465
Chinese,zh,Spanish,es,word,Hello,5,"{""input"": ""Hello"", ""output"": ""Hola"", ""src_lang"": ""Chinese"", ""src_lang_code"": ""zh"", ""target_lang"": ""spanish"", ""target_lang_code"": ""es""}
",0.8668539524078369,Hola,0.6298611164093018
Chinese,zh,Spanish,es,word,World,1,"{""input"": ""World"", ""output"": ""Mundo"", ""src_lang"": ""Chinese"", ""src_lang_code"": ""zh"", ""target_lang"": ""Spanish"", ""target_lang_code"": ""es""}
",1.0080599784851074,Mundo,0.8070189952850342
Chinese,zh,Spanish,es,word,World,2,"{""input"": ""World"", ""output"": ""Mundo"", ""src_lang"": ""Chinese"", ""src_lang_code"": ""zh"", ""target_lang"": ""spanish"", ""target_lang_code"": ""es""}
",0.9004790782928467,Mundo,0.8073940277099609
Chinese,zh,Spanish,es,word,World,3,"{""input"": ""World"", ""output"": ""Mundo"", ""src_lang"": ""Chinese"", ""src_lang_code"": ""zh"", ""target_lang"": ""Spanish"", ""target_lang_code"": ""es""}
",0.8759720325469971,Mundo,0.912337064743042
Chinese,zh,Spanish,es,word,World,4,"{""input"": ""World"", ""output"": ""Mundo"", ""src_lang"": ""Chinese"", ""src_lang_code"": ""zh"", ""target_lang"": ""Spanish"", ""target_lang_code"": ""es""}
",0.9902639389038086,Mundo,0.7461819648742676
Chinese,zh,Spanish,es,word,World,5,"{""input"": ""World"", ""output"": ""Mundo"", ""src_lang"": ""Chinese"", ""src_lang_code"": ""zh"", ""target_lang"": ""spanish"", ""target_lang_code"": ""es""}
",0.9004411697387695,Mundo,0.7184488773345947
Chinese,zh,Spanish,es,word,Peace,1,"{""input"": ""Peace"", ""output"": ""Paz"", ""src_lang"": ""Chinese"", ""src_lang_code"": ""zh"", ""target_lang"": ""spanish"", ""target_lang_code"": ""es""}
",0.9719119071960449,Paz,0.7369468212127686
Chinese,zh,Spanish,es,word,Peace,2,"{""input"": ""Peace"", ""output"": ""Paz"", ""src_lang"": ""Chinese"", ""src_lang_code"": ""zh"", ""target_lang"": ""Spanish"", ""target_lang_code"": ""es""}
",0.981781005859375,Paz,0.8216137886047363
Chinese,zh,Spanish,es,word,Peace,3,"{""input"": ""Peace"", ""output"": ""Paz"", ""src_lang"": ""Chinese"", ""src_lang_code"": ""zh"", ""target_lang"": ""Spanish"", ""target_lang_code"": ""es""}
",0.9446640014648438,Paz,0.7680041790008545
Chinese,zh,Spanish,es,word,Peace,4,"{""input"": ""Peace"", ""output"": ""Paz"", ""src_lang"": ""Chinese"", ""src_lang_code"": ""zh"", ""target_lang"": ""spanish"", ""target_lang_code"": ""es""}
",0.94474196434021,Paz,0.7056190967559814
Chinese,zh,Spanish,es,word,Peace,5,"{""input"": ""Peace"", ""output"": ""Paz"", ""src_lang"": ""Chinese"", ""src_lang_code"": ""zh"", ""target_lang"": ""spanish"", ""target_lang_code"": ""es""}
",0.908221960067749,Paz,1.117516040802002
Chinese,zh,Spanish,es,word,Dream,1,"{""input"": ""Dream"", ""output"": ""Sueño"", ""src_lang"": ""Chinese"", ""src_lang_code"": ""zh"", ""target_lang"": ""spanish"", ""target_lang_code"": ""es""}
",0.9115140438079834,Sueño,0.8014788627624512
Chinese,zh,Spanish,es,word,Dream,2,"{""input"": ""Dream"", ""output"": ""Sueño"", ""src_lang"": ""Chinese"", ""src_lang_code"": ""zh"", ""target_lang"": ""Spanish"", ""target_lang_code"": ""es""}
",0.9617729187011719,Sueño,0.7964279651641846
Chinese,zh,Spanish,es,word,Dream,3,"{""input"": ""Dream"", ""output"": ""Sueño"", ""src_lang"": ""Chinese"", ""src_lang_code"": ""zh"", ""target_lang"": ""Spanish"", ""target_lang_code"": ""es""}
",0.9157779216766357,Sueño,0.7752082347869873
Chinese,zh,Spanish,es,word,Dream,4,"{""input"": ""Dream"", ""output"": ""Sueño"", ""src_lang"": ""Chinese"", ""src_lang_code"": ""zh"", ""target_lang"": ""spanish"", ""target_lang_code"": ""es""}
",1.0847148895263672,Sueño,0.766974925994873
Chinese,zh,Spanish,es,word,Dream,5,"{""input"": ""Dream"", ""output"": ""Sueño"", ""src_lang"": ""Chinese"", ""src_lang_code"": ""zh"", ""target_lang"": ""Spanish"", ""target_lang_code"": ""es""}
",1.0804119110107422,Sueño,0.8116950988769531
Chinese,zh,Spanish,es,word,Sky,1,"{""input"": ""Sky"", ""output"": ""Cielo"", ""src_lang"": ""Chinese"", ""src_lang_code"": ""zh"", ""target_lang"": ""Spanish"", ""target_lang_code"": ""es""}
",0.9603080749511719,Cielo,0.7624309062957764
Chinese,zh,Spanish,es,word,Sky,2,"{""input"": ""Sky"", ""output"": ""Cielo"", ""src_lang"": ""Chinese"", ""src_lang_code"": ""zh"", ""target_lang"": ""Spanish"", ""target_lang_code"": ""es""}
",0.9949378967285156,Cielo,0.7484970092773438
Chinese,zh,Spanish,es,word,Sky,3,"{""input"": ""Sky"", ""output"": ""Cielo"", ""src_lang"": ""Chinese"", ""src_lang_code"": ""zh"", ""target_lang"": ""Spanish"", ""target_lang_code"": ""es""}
",0.8817877769470215,Cielo,0.7487528324127197
Chinese,zh,Spanish,es,word,Sky,4,"{""input"": ""Sky"", ""output"": ""Cielo"", ""src_lang"": ""Chinese"", ""src_lang_code"": ""zh"", ""target_lang"": ""spanish"", ""target_lang_code"": ""es""}
",0.9083402156829834,Cielo,0.800062894821167
Chinese,zh,Spanish,es,word,Sky,5,"{""input"": ""Sky"", ""output"": ""Cielo"", ""src_lang"": ""Chinese"", ""src_lang_code"": ""zh"", ""target_lang"": ""Spanish"", ""target_lang_code"": ""es""}
",0.8919501304626465,Cielo,0.7897729873657227
Chinese,zh,Spanish,es,sentence,This is a test sentence.,1,"{""input"": ""This is a test sentence."", ""output"": ""Esta es una oración de prueba."", ""src_lang"": ""english"", ""src_lang_code"": ""en"", ""target_lang"": ""spanish"", ""target_lang_code"": ""es""}
",0.850801944732666,Esta es una oración de prueba.,0.8195362091064453
Chinese,zh,Spanish,es,sentence,This is a test sentence.,2,"{""input"": ""This is a test sentence."", ""output"": ""Esta es una oración de prueba."", ""src_lang"": ""english"", ""src_lang_code"": ""en"", ""target_lang"": ""spanish"", ""target_lang_code"": ""es""}
",0.8132688999176025,Esta es una oración de prueba.,0.8624401092529297
Chinese,zh,Spanish,es,sentence,This is a test sentence.,3,"{""input"": ""This is a test sentence."", ""output"": ""Esta es una oración de prueba."", ""src_lang"": ""english"", ""src_lang_code"": ""en"", ""target_lang"": ""spanish"", ""target_lang_code"": ""es""}
",0.8515758514404297,Esta es una oración de prueba.,0.6776540279388428
Chinese,zh,Spanish,es,sentence,This is a test sentence.,4,"{""input"": ""This is a test sentence."", ""output"": ""Esta es una oración de prueba."", ""src_lang"": ""english"", ""src_lang_code"": ""en"", ""target_lang"": ""spanish"", ""target_lang_code"": ""es""}
",1.0079779624938965,Esta es una oración de prueba.,0.9055118560791016
